aliases,audit_priority,confidence,coverage_class,coverage_priority,cutoff_note,cutoff_reason,device,device_model,device_variant,dimension_method,dimension_status,dragonframe_supported,evidence_tier,freeze_qa_flags,id,kind,lcrd_status,manufacturer,model,module_role,notes,observation_id,optical_format,original_confidence,original_verification_status,platform_priority,provenance_method,qa_flags,qa_pass4_flags,record_class,record_id,sensor_diagonal_mm,sensor_height_mm,sensor_model,sensor_name,sensor_width_mm,source_id,source_note,source_observation,source_title,source_type,source_url,subject_id,tps_use,usage_note,v0_1_release_status,verification_status
,,probable,,,,,iPhone 11,,,optical_format_conversion,,,,,apple_iphone_11_rear_ultrawide,research_pass,,Apple,,rear_ultrawide,Type ~1/3.4 class; exact active dimensions need audit.,observation:research:118f73155698455cec16,,,,current_os_supported,,,,,,,3.0,,,4.0,source:compiled-phonearena-family-specification:8284b05ffc809e09,,,Compiled/PhoneArena family specification,,https://www.phonearena.com/phones/Apple-iPhone-11-Pro_id11239,camera_module:apple:iphone-11:rear-ultrawide,,,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Galaxy A53 5G,,,,,D,,,research_pass,best_available_guess,Samsung,,rear_depth,,observation:research:119e27c5776900fb7217,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,samsung_galaxy_a53_5g_rear_depth,3.2,1.92,,,2.56,source:compiled-device-camera-specification:c182d45043bbb9b2,,"1/5.0""",Compiled device camera specification,,,camera_module:samsung:galaxy-a53-5g:rear-depth,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Galaxy A52 5G,,,,,D,,,research_pass,best_available_guess,Samsung,,rear_ultrawide,,observation:research:11db376ed0ae8328fd4d,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,samsung_galaxy_a52_5g_rear_ultrawide,5.3336,3.2,,,4.267,source:compiled-device-camera-specification:c182d45043bbb9b2,,"1/3.0""",Compiled device camera specification,,,camera_module:samsung:galaxy-a52-5g:rear-ultrawide,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P3_verified_or_secondary,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Xiaomi 14 Ultra,,,,,C,,,research_pass,good_estimate,Xiaomi,,rear_main,,observation:research:11e95373b2ea37f7054d,,probable,manufacturer_format_verified,,optical_format_conversion,,,mobile_camera_module,xiaomi_xiaomi_14_ultra_rear_main,16.0,9.6,,,12.8,source:xiaomi-official-specifications:cceb01642cf91af3,,"1/1.0""",Xiaomi official specifications,,https://www.mi.com/global/xiaomi-14-ultra/specs/,camera_module:xiaomi:xiaomi-14-ultra:rear-main,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,pentax_kp,research_pass,,Pentax,KP,,,observation:research:11fe643a5c2f67cc111b,,,,,published,,,,,,15.6,,,23.5,source:pentax-specifications:07a159b31017ff76,Pentax specifications,,,,,camera:pentax:kp,,,,compiled_spec_value
,P3_verified_or_secondary,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,Cinema Camera 6K,,,,,A,,,research_pass,verified,Blackmagic,,main,physical_camera,observation:research:120629834cfdb2fe117d,,confirmed,primary_source_verified,,published,,,dedicated_camera,blackmagic_cinema_camera_6k,43.2666,24.0,,,36.0,source:blackmagic-design-specifications:fe4239abd8256001,,,Blackmagic Design specifications,,https://www.blackmagicdesign.com/products/blackmagiccinemacamera/techspecs,camera:blackmagic:cinema-camera-6k,yes,Use automatically.,,
,,probable,,,,,Galaxy S23 Plus,,,optical_format_conversion,,,,,samsung_galaxy_s23_plus_rear_ultrawide,research_pass,,Samsung,,rear_ultrawide,,observation:research:122290e15ee1fc6199a4,"1/2.55""",,,,,,,,,,3.765,,Sony IMX564,5.02,source:phonearena-compiled:e3262dc3ff97ab9a,,,PhoneArena/compiled,,,camera_module:samsung:galaxy-s23-plus:rear-ultrawide,,,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,sony_fx2,research_pass,,Sony,FX2,,,observation:research:1224b84576e175a44f2c,,,,,published,,,,,,23.9,,,35.9,source:sony-specifications:87f4ccb73926fbcc,Sony specifications,,,,,camera:sony:fx2,,,,compiled_spec_value
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Xiaomi 12,,,,,D,,,research_pass,best_available_guess,Xiaomi,,rear_ultrawide,,observation:research:1247c4ba4920119b70ec,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,xiaomi_xiaomi_12_rear_ultrawide,6.6664,4.0,,,5.333,source:compiled-device-camera-specification:c182d45043bbb9b2,,"1/2.4""",Compiled device camera specification,,,camera_module:xiaomi:xiaomi-12:rear-ultrawide,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P3_verified_or_secondary,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Pixel 7 Pro,,,,,C,,,research_pass,good_estimate,Google,,rear_main,,observation:research:12a152ccbf9d3714745a,,probable,,,optical_format_conversion,,,mobile_camera_module,google_pixel_7_pro_rear_main,12.2136,7.328,,,9.771,source:phonearena-google:13e4527c053adff8,,"1/1.31""",PhoneArena / Google,,https://www.phonearena.com/phones/Google-Pixel-7-Pro_id11907,camera_module:google:pixel-7-pro:rear-main,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,,confirmed,,,,,,,,,,,,,canon_eos_r5_mark_ii,research_pass,,Canon,EOS R5 Mark II,,,observation:research:12f196c70889b4c9b12e,,,,,,,,,,,24.0,,,36.0,source:canon-specifications:a0887b4dd39b222c,,,Canon specifications,manufacturer,https://www.usa.canon.com/shop/p/eos-r5-mark-ii,camera:canon:eos-r5-mark-ii,,,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Galaxy A36 5G,,,,,D,,,research_pass,best_available_guess,Samsung,,rear_macro,,observation:research:12fdd1e1c1590df10d5b,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,samsung_galaxy_a36_5g_rear_macro,3.2,1.92,,,2.56,source:compiled-device-camera-specification:c182d45043bbb9b2,,"1/5.0""",Compiled device camera specification,,,camera_module:samsung:galaxy-a36-5g:rear-macro,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,canon_eos_90d,research_pass,,Canon,EOS 90D,,,observation:research:134cf0d965f36c5c4ece,,,,,published,,,,,,14.8,,,22.3,source:canon-specifications:c62086019405af6e,Canon specifications,,,,,camera:canon:eos-90d,,,,compiled_spec_value
,,probable,,,,,iPhone XS Max,,,optical_format_conversion,,,,,apple_iphone_xs_max_rear_main,research_pass,,Apple,,rear_main,Current security-supported legacy tier; dimensions normalized from Type 1/2.55 optical format.,observation:research:137b868165f52f6f9502,,,,security_supported_legacy,,,,,,,4.2,,,5.6,source:phonearena-type-1-2-55-reference:d12b3caa124b8993,,,PhoneArena / Type 1/2.55 reference,,https://www.phonearena.com/phones/Apple-iPhone-XR_id10765,camera_module:apple:iphone-xs-max:rear-main,,,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,EOS 1D X Mark III,,,,,C,,,research_pass,good_reference,Canon,,main,physical_camera,observation:research:1398af9dc76d1ea4d0f8,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,canon_eos_1d_x_mark_iii,43.2666,24.0,,,36.0,source:canon-specifications:c62086019405af6e,,,Canon specifications,,,camera:canon:eos-1d-x-mark-iii,yes,Good working value; source audit still desirable.,,
,,probable,,,,,Galaxy S23,,,optical_format_conversion,,,,,samsung_galaxy_s23_rear_telephoto_3x,research_pass,,Samsung,,rear_telephoto_3x,,observation:research:140b165e1f2d85a38812,"1/3.94""",,,,,,,,,,2.437,,Samsung S5K3K1,3.249,source:phonearena-compiled:e3262dc3ff97ab9a,,,PhoneArena/compiled,,,camera_module:samsung:galaxy-s23:rear-telephoto-3x,,,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,FX3,,,,,C,,,research_pass,good_reference,Sony,,main,physical_camera,observation:research:143c51b8655df3a98a54,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,sony_fx3,42.8229,23.8,,,35.6,source:sony-specifications:87f4ccb73926fbcc,,,Sony specifications,,,camera:sony:fx3,yes,Good working value; source audit still desirable.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,sony_zv_e10,research_pass,,Sony,ZV-E10,,,observation:research:1483067e4a75bd8e998d,,,,,published,,,,,,15.6,,,23.5,source:sony-specifications:87f4ccb73926fbcc,Sony specifications,,,,,camera:sony:zv-e10,,,,compiled_spec_value
,P3_verified_or_secondary,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,Alpha A1,,,,,A,,,research_pass,verified,Sony,,main,physical_camera,observation:research:14a3b3f49b56ae163fef,,confirmed,primary_source_verified,,published,,,dedicated_camera,sony_alpha_a1,43.1834,24.0,,,35.9,source:sony-specifications:d2c0efb2e3d8dd7a,,,Sony specifications,,https://www.sony.com/electronics/support/e-mount-body-ilce-1-series/ilce-1/specifications,camera:sony:alpha-a1,yes,Use automatically.,,
,P3_verified_or_secondary,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Moto G Power (2025),,,,,A,,,research_pass,verified,Motorola,,rear_main,Derived from manufacturer-published 50 MP and 0.61 µm pixel pitch; exact active raster may differ slightly.,observation:research:14a4c64286d88ad753a5,,probable,manufacturer_data_derived,,direct_mm,,,mobile_camera_module,motorola_moto_g_power_2025_rear_main,6.2222,3.733,,,4.978,source:motorola-official-specifications:636e5e526f7fb8e2,,,Motorola official specifications,,https://www.motorola.com/us/en/p/phones/moto-g/moto-g-power-2025/pmipmhi39mv,camera_module:motorola:moto-g-power-2025:rear-main,yes,Use automatically.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,X-T3,,,,,C,,,research_pass,good_reference,Fujifilm,,main,physical_camera,observation:research:14ba5444a5245c5aaace,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,fujifilm_x_t3,28.2066,15.6,,,23.5,source:fujifilm-specifications:bb835647e7b0d861,,,Fujifilm specifications,,,camera:fujifilm:x-t3,yes,Good working value; source audit still desirable.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,fujifilm_x_t3,research_pass,,Fujifilm,X-T3,,,observation:research:14cedd4c5d5219cb13d5,,,,,published,,,,,,15.6,,,23.5,source:fujifilm-specifications:bb835647e7b0d861,Fujifilm specifications,,,,,camera:fujifilm:x-t3,,,,compiled_spec_value
,,confirmed,physical_camera,,,,,,,,complete,True,,,sony_alpha_a7r_ii,research_pass,,Sony,Alpha A7R II,,,observation:research:1552daf2c50f3534f345,,,,,published,,,,,,24.0,,,35.9,source:sony-specifications:87f4ccb73926fbcc,Sony specifications,,,,,camera:sony:alpha-a7r-ii,,,,compiled_spec_value
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Xperia 5 V,,,,,D,,,research_pass,best_available_guess,Sony,,rear_main,,observation:research:15782b6939ed29c14f8f,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,sony_xperia_5_v_rear_main,11.8514,7.111,,,9.481,source:compiled-xperia-camera-specification:6b7e5e9ce93608ab,,"1/1.35""",Compiled Xperia camera specification,,,camera_module:sony:xperia-5-v:rear-main,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P2_source_strengthen,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Galaxy S22 Plus,,,,,C,,,research_pass,good_estimate,Samsung,,rear_main,,observation:research:15de9dd92736ccb8c262,,probable,,,optical_format_conversion,source_url_missing,,mobile_camera_module,samsung_galaxy_s22_plus_rear_main,10.2564,6.154,,,8.205,source:phonearena-compiled:e3262dc3ff97ab9a,,"1/1.56""",PhoneArena/compiled,,,camera_module:samsung:galaxy-s22-plus:rear-main,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,nikon_z50_ii,research_pass,,Nikon,Z50 II,,,observation:research:15ed428ae46145070976,,,,,published,,,,,,15.7,,,23.5,source:nikon-specifications:6b3815951e523b57,Nikon specifications,,,,,camera:nikon:z50-ii,,,,primary_source_verified_previous_pass
EOS Rebel T6s | EOS 8000D,,confirmed,physical_camera,,,,,,,,complete,True,,,canon_eos_760d,research_pass,,Canon,EOS 760D,,,observation:research:15f06e4fec2cf443083f,,,,,published,,,,,,14.9,,,22.3,source:canon-specifications-technical-database:c69c39dd7666417c,Canon specifications / technical database,,,,,camera:canon:eos-760d,,,,compiled_spec_value
,,confirmed,physical_camera,,,,,,,,complete,True,,,canon_eos_5d_mark_iv,research_pass,,Canon,EOS 5D Mark IV,,,observation:research:16368af40a66f8138c22,,,,,published,,,,,,24.0,,,36.0,source:canon-specifications:c62086019405af6e,Canon specifications,,,,,camera:canon:eos-5d-mark-iv,,,,primary_source_verified_previous_pass
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Galaxy A32 5G,,,,,D,,,research_pass,best_available_guess,Samsung,,rear_ultrawide,,observation:research:1657497a3be46627e9a6,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,samsung_galaxy_a32_5g_rear_ultrawide,4.0,2.4,,,3.2,source:compiled-device-camera-specification:c182d45043bbb9b2,,"1/4.0""",Compiled device camera specification,,,camera_module:samsung:galaxy-a32-5g:rear-ultrawide,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Galaxy S20,,,,,D,,,research_pass,best_available_guess,Samsung,,rear_main,,observation:research:166da626f879ea0f2cd5,,provisional,,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,samsung_galaxy_s20_rear_main,9.0914,5.455,,,7.273,source:compiled-galaxy-s-specification:b02bc085d3377423,,"1/1.76""",Compiled Galaxy S specification,,,camera_module:samsung:galaxy-s20:rear-main,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P3_verified_or_secondary,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 16 Plus,,,,,C,,,research_pass,good_estimate,Apple,,rear_main,Source reports Type 1/1.56; normalized ~8 × 6 mm.,observation:research:1681d6cc73c4a5eeb53a,,probable,,,optical_format_conversion,,,mobile_camera_module,apple_iphone_16_plus_rear_main,10.0,6.0,,,8.0,source:phonearena:79532a77b7bee95d,,,PhoneArena,,https://origin.phonearena.com/phones/Apple-iPhone-16_id12240,camera_module:apple:iphone-16-plus:rear-main,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,,provisional,,,,,Fairphone (Gen. 6),,,optical_format_conversion,,,,,fairphone_fairphone_gen_6_rear_main,research_pass,,Fairphone,,rear_main,,observation:research:173b5119c9259fd73b1c,"1/1.56""",,,,,,,,,,6.154,,,8.205,source:compiled-fairphone-camera-specification:4c99da4c55e4d145,,,Compiled Fairphone camera specification,,,camera_module:fairphone:fairphone-gen-6:rear-main,,,,compiled_spec_value
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Pixel 9a,,,,,D,,,research_pass,best_available_guess,Google,,rear_main,,observation:research:1741d4c02ae6f0ffda39,,provisional,,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,google_pixel_9a_rear_main,8.0,4.8,,,6.4,source:compiled-pixel-specification:8fc0e95587125599,,"1/2.0""",Compiled Pixel specification,,,camera_module:google:pixel-9a:rear-main,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Moto G 5G (2024),,,,,D,,,research_pass,best_available_guess,Motorola,,rear_macro,,observation:research:1797a193488beb9bbfec,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,motorola_moto_g_5g_2024_rear_macro,3.2,1.92,,,2.56,source:compiled-device-camera-specification:c182d45043bbb9b2,,"1/5.0""",Compiled device camera specification,,,camera_module:motorola:moto-g-5g-2024:rear-macro,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Xiaomi 15 Pro,,,,,D,,,research_pass,best_available_guess,Xiaomi,,rear_telephoto,,observation:research:17a00b0cc4c9fb7f2415,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,xiaomi_xiaomi_15_pro_rear_telephoto,5.7972,3.478,,,4.638,source:compiled-device-camera-specification:c182d45043bbb9b2,,"1/2.76""",Compiled device camera specification,,,camera_module:xiaomi:xiaomi-15-pro:rear-telephoto,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,,probable,,,,,Galaxy S22 Plus,,,optical_format_conversion,,,,,samsung_galaxy_s22_plus_rear_telephoto_3x,research_pass,,Samsung,,rear_telephoto_3x,,observation:research:17d8bcaf9e4a2a6ccd5e,"1/3.94""",,,,,,,,,,2.437,,,3.249,source:phonearena-compiled:e3262dc3ff97ab9a,,,PhoneArena/compiled,,,camera_module:samsung:galaxy-s22-plus:rear-telephoto-3x,,,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,OM-D E-M1 Mark III,,,,,C,,,research_pass,good_reference,Olympus / OM System,,main,physical_camera,observation:research:17ea0c00bd9d31d17387,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,olympus_om_system_om_d_e_m1_mark_iii,21.64,13.0,,,17.3,source:olympus-specifications:d4d336770894266c,,,Olympus specifications,,,camera:olympus-om-system:om-d-e-m1-mark-iii,yes,Good working value; source audit still desirable.,,
,,probable,,,,,iPhone 16 Plus,,,optical_format_conversion,,,,,apple_iphone_16_plus_rear_main,research_pass,,Apple,,rear_main,Source reports Type 1/1.56; normalized ~8 × 6 mm.,observation:research:18236b81fc60f4083955,,,,current_os_supported,,,,,,,6.0,,,8.0,source:phonearena:79532a77b7bee95d,,,PhoneArena,,https://origin.phonearena.com/phones/Apple-iPhone-16_id12240,camera_module:apple:iphone-16-plus:rear-main,,,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Fairphone (Gen. 6),,,,,D,,,research_pass,best_available_guess,Fairphone,,rear_main,,observation:research:183674fd43c78d9b17b2,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,fairphone_fairphone_gen_6_rear_main,10.2564,6.154,,,8.205,source:compiled-fairphone-camera-specification:4c99da4c55e4d145,,"1/1.56""",Compiled Fairphone camera specification,,,camera_module:fairphone:fairphone-gen-6:rear-main,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P1_guess,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,OnePlus 13,,,,,D,,,research_pass,best_available_guess,OnePlus,,rear_ultrawide,,observation:research:1881d5112792ce81e57b,,provisional,compiled_spec_value,,optical_format_conversion,source_url_missing;provisional_guess,,mobile_camera_module,oneplus_oneplus_13_rear_ultrawide,5.8186,3.491,,,4.655,source:compiled-device-camera-specification:c182d45043bbb9b2,,"1/2.75""",Compiled device camera specification,,,camera_module:oneplus:oneplus-13:rear-ultrawide,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,ZV-E10 II,,,,,C,,,research_pass,good_reference,Sony,,main,physical_camera,observation:research:18c52bb6ad579f3e4c14,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,sony_zv_e10_ii,27.9846,15.5,,,23.3,source:sony-specifications:87f4ccb73926fbcc,,,Sony specifications,,,camera:sony:zv-e10-ii,yes,Good working value; source audit still desirable.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,EOS 77D,,,,,C,,,research_pass,good_reference,Canon,,main,physical_camera,observation:research:19112e700f8273bb72dd,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,canon_eos_77d,26.8198,14.9,,,22.3,source:canon-specifications:c62086019405af6e,,,Canon specifications,,,camera:canon:eos-77d,yes,Good working value; source audit still desirable.,,
,,probable,,,,,Pixel 6,,,optical_format_conversion,,,,,google_pixel_6_rear_main,research_pass,,Google,,rear_main,Google publishes 1/1.31-inch main sensor.,observation:research:1969f2ae16d4c0058e10,"1/1.31""",,,,,,,,,,7.328,,,9.771,source:google-pixel-hardware-tech-specs:f423da9c34cc2fd3,,,Google Pixel hardware tech specs,,https://support.google.com/pixelphone/answer/7158570?hl=en,camera_module:google:pixel-6:rear-main,,,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,Z6,,,,,C,,,research_pass,good_reference,Nikon,,main,physical_camera,observation:research:19b6caed32381f5411b4,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,nikon_z6,43.1279,23.9,,,35.9,source:nikon-specifications:6b3815951e523b57,,,Nikon specifications,,,camera:nikon:z6,yes,Good working value; source audit still desirable.,,
,P1_guess,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 15 Plus,,,,,D,,,research_pass,best_available_guess,Apple,,rear_ultrawide,Needs direct source audit.,observation:research:19d3d10afdcf0cf6a37e,,provisional,,,family_carryover,source_url_missing;provisional_guess,,mobile_camera_module,apple_iphone_15_plus_rear_ultrawide,5.0,3.0,,,4.0,source:compiled-camera-specification:c898951b834ca74c,,,Compiled camera specification,,,camera_module:apple:iphone-15-plus:rear-ultrawide,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,P3_verified_or_secondary,,,primary,Keep in active audit set; final installability should be checked against LIMNTPS minSdk/device catalog.,recent_android_candidate,,Xperia 1 V,,,,,C,,,research_pass,good_estimate,Sony,,rear_telephoto,,observation:research:19da0da3554b5aaa8b5f,,probable,manufacturer_format_verified,,optical_format_conversion,,,mobile_camera_module,sony_xperia_1_v_rear_telephoto,5.5172,3.31,,,4.414,source:sony-official-specifications:b4648b8d00349889,,"1/2.9""",Sony official specifications,,https://www.sony.com/electronics/support/mobile-phones-tablets-mobile-phones/xperia-1-v/specifications,camera_module:sony:xperia-1-v:rear-telephoto,yes,Good estimate; UI may mark sensor geometry as estimated.,,
,P1_guess,,,primary,Current iOS-family coverage target; audit before expanding older Apple hardware.,current_ios_compatible,,iPhone 16e,,,,,D,,,research_pass,best_available_guess,Apple,,rear_main,48 MP 26 mm Fusion main; likely Type 1/1.56 class but requires source confirmation.,observation:research:1a321524751537a57987,,provisional,,,family_estimate,source_url_missing;provisional_guess,,mobile_camera_module,apple_iphone_16e_rear_main,10.0,6.0,,,8.0,source:compiled-camera-specification:c898951b834ca74c,,,Compiled camera specification,,,camera_module:apple:iphone-16e:rear-main,fallback_with_warning,Use as fallback estimate when no stronger geometry exists; expose estimated status.,,
,,confirmed,physical_camera,,,,,,,,complete,True,,,arri_alexa_35,research_pass,,ARRI,ALEXA 35,,,observation:research:1abc5340ebf282573201,,,,,published,,,,,,19.22,,,27.99,source:arri-alev-4-specifications:578a6ef68e76d9d5,ARRI ALEV 4 specifications,,,,,camera:arri:alexa-35,,,,compiled_spec_value
,,probable,,,,,iPhone 13 Pro,,,direct_mm_secondary,,,,,apple_iphone_13_pro_rear_ultrawide,research_pass,,Apple,,rear_ultrawide,DPReview publishes 4 × 3 mm.,observation:research:1ac5f436a6f656252799,,,,current_os_supported,,,,,,,3.0,,,4.0,source:dpreview:48f3ee29b4c0f0df,,,DPReview,,https://www.dpreview.com/news/8163093616/iphone-16-pro-worth-upgrading-13-14-15-apple-cameras/,camera_module:apple:iphone-13-pro:rear-ultrawide,,,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,SL2,,,,,C,,,research_pass,good_reference,Leica,,main,physical_camera,observation:research:1b04e6d8afb3e75d15e0,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,leica_sl2,43.2666,24.0,,,36.0,source:leica-specifications:a9494d9daa9d8515,,,Leica specifications,,,camera:leica:sl2,yes,Good working value; source audit still desirable.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,Lumix DC-GH5M2,,,,,C,,,research_pass,good_reference,Panasonic,,main,physical_camera,observation:research:1b33f7b19219151ff88a,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,panasonic_lumix_dc_gh5m2,21.64,13.0,,,17.3,source:panasonic-specifications:436e59ab3a66a4f2,,,Panasonic specifications,,,camera:panasonic:lumix-dc-gh5m2,yes,Good working value; source audit still desirable.,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,EOS R6,,,,,C,,,research_pass,good_reference,Canon,,main,physical_camera,observation:research:1b5a65e1fd49bbe0b6a5,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,canon_eos_r6,43.1279,23.9,,,35.9,source:canon-specifications:c62086019405af6e,,,Canon specifications,,,camera:canon:eos-r6,yes,Good working value; source audit still desirable.,,
,,confirmed,,,,,,,,,,,,,om_system_om_1_mark_ii,research_pass,,OM System,OM-1 Mark II,,,observation:research:1b6b91ac7b336ece419c,,,,,,,,,,,13.0,,,17.4,source:om-system-manual:53a7e103e1603603,,,OM System manual,manufacturer,https://learning.omsystem.com/OM-1MarkII/zz_html_manual/en/specifications_319.html,camera:olympus-om-system:om-1-mark-ii,,,,
,P2_source_strengthen,,,primary,Keep and audit: normalized from current Dragonframe-supported camera coverage.,dragonframe_current_coverage,,ZR,,,,,C,,,research_pass,good_reference,Nikon,,main,physical_camera,observation:research:1bc21e67baf88eea4622,,confirmed,compiled_spec_value,,published,source_url_missing,,dedicated_camera,nikon_zr,43.1279,23.9,,,35.9,source:nikon-specifications:6b3815951e523b57,,,Nikon specifications,,,camera:nikon:zr,yes,Good working value; source audit still desirable.,,
,,probable,,,,,Galaxy S22,,,optical_format_conversion,,,,,samsung_galaxy_s22_rear_main,research_pass,,Samsung,,rear_main,,observation:research:1c5536d48c60b05e6678,"1/1.56""",,,,,,,,,,6.154,,,8.205,source:phonearena-compiled:e3262dc3ff97ab9a,,,PhoneArena/compiled,,,camera_module:samsung:galaxy-s22:rear-main,,,,
